initialize network with normal
loading renderer from pre-trained checkpoint...
begin to draw...
iteration step 0, G_loss: 0.00000, step_psnr: 2.56072, strokes: 25 / 500
iteration step 42, G_loss: 0.58762, step_psnr: 3.35872, strokes: 50 / 500
iteration step 43, G_loss: 0.58486, step_psnr: 3.38282, strokes: 50 / 500
iteration step 44, G_loss: 0.58217, step_psnr: 3.40834, strokes: 50 / 500
iteration step 45, G_loss: 0.57943, step_psnr: 3.43478, strokes: 50 / 500
iteration step 46, G_loss: 0.57653, step_psnr: 3.46044, strokes: 50 / 500
iteration step 47, G_loss: 0.57374, step_psnr: 3.48657, strokes: 50 / 500
iteration step 48, G_loss: 0.57090, step_psnr: 3.51457, strokes: 50 / 500
iteration step 49, G_loss: 0.56788, step_psnr: 3.54095, strokes: 50 / 500
iteration step 50, G_loss: 0.56498, step_psnr: 3.67301, strokes: 75 / 500
iteration step 51, G_loss: 0.55175, step_psnr: 3.73022, strokes: 75 / 500
iteration step 52, G_loss: 0.54576, step_psnr: 3.78239, strokes: 75 / 500
iteration step 53, G_loss: 0.54037, step_psnr: 3.83279, strokes: 75 / 500
iteration step 54, G_loss: 0.53522, step_psnr: 3.87793, strokes: 75 / 500
iteration step 55, G_loss: 0.53064, step_psnr: 3.92298, strokes: 75 / 500
iteration step 56, G_loss: 0.52604, step_psnr: 3.96721, strokes: 75 / 500
iteration step 57, G_loss: 0.52171, step_psnr: 4.00843, strokes: 75 / 500
iteration step 58, G_loss: 0.51762, step_psnr: 4.05246, strokes: 75 / 500
iteration step 59, G_loss: 0.51327, step_psnr: 4.09644, strokes: 75 / 500
iteration step 60, G_loss: 0.50898, step_psnr: 4.13759, strokes: 75 / 500
iteration step 61, G_loss: 0.50498, step_psnr: 4.17788, strokes: 75 / 500
iteration step 62, G_loss: 0.50109, step_psnr: 4.21604, strokes: 75 / 500
iteration step 63, G_loss: 0.49743, step_psnr: 4.25300, strokes: 75 / 500
iteration step 64, G_loss: 0.49388, step_psnr: 4.29137, strokes: 75 / 500
iteration step 65, G_loss: 0.49024, step_psnr: 4.32917, strokes: 75 / 500
iteration step 66, G_loss: 0.48662, step_psnr: 4.36758, strokes: 75 / 500
iteration step 67, G_loss: 0.48321, step_psnr: 4.40774, strokes: 75 / 500
iteration step 68, G_loss: 0.47945, step_psnr: 4.44936, strokes: 75 / 500
iteration step 69, G_loss: 0.47571, step_psnr: 4.48823, strokes: 75 / 500
iteration step 70, G_loss: 0.47220, step_psnr: 4.52944, strokes: 75 / 500
iteration step 71, G_loss: 0.46849, step_psnr: 4.57006, strokes: 75 / 500
iteration step 72, G_loss: 0.46500, step_psnr: 4.61041, strokes: 75 / 500
iteration step 73, G_loss: 0.46140, step_psnr: 4.65121, strokes: 75 / 500
iteration step 74, G_loss: 0.45785, step_psnr: 4.69098, strokes: 75 / 500
iteration step 75, G_loss: 0.45446, step_psnr: 4.85602, strokes: 100 / 500
iteration step 76, G_loss: 0.44212, step_psnr: 4.93271, strokes: 100 / 500
iteration step 77, G_loss: 0.43593, step_psnr: 5.00439, strokes: 100 / 500
iteration step 78, G_loss: 0.43031, step_psnr: 5.06859, strokes: 100 / 500
iteration step 79, G_loss: 0.42522, step_psnr: 5.12900, strokes: 100 / 500
iteration step 80, G_loss: 0.42047, step_psnr: 5.18897, strokes: 100 / 500
iteration step 81, G_loss: 0.41581, step_psnr: 5.25093, strokes: 100 / 500
iteration step 82, G_loss: 0.41119, step_psnr: 5.31406, strokes: 100 / 500
iteration step 83, G_loss: 0.40642, step_psnr: 5.37434, strokes: 100 / 500
iteration step 84, G_loss: 0.40192, step_psnr: 5.43772, strokes: 100 / 500
iteration step 85, G_loss: 0.39734, step_psnr: 5.50098, strokes: 100 / 500
iteration step 86, G_loss: 0.39287, step_psnr: 5.56486, strokes: 100 / 500
iteration step 87, G_loss: 0.38844, step_psnr: 5.62747, strokes: 100 / 500
iteration step 88, G_loss: 0.38406, step_psnr: 5.68803, strokes: 100 / 500
iteration step 89, G_loss: 0.37992, step_psnr: 5.74698, strokes: 100 / 500
iteration step 90, G_loss: 0.37581, step_psnr: 5.81058, strokes: 100 / 500
iteration step 91, G_loss: 0.37159, step_psnr: 5.87304, strokes: 100 / 500
iteration step 92, G_loss: 0.36740, step_psnr: 5.93890, strokes: 100 / 500
iteration step 93, G_loss: 0.36313, step_psnr: 6.00142, strokes: 100 / 500
iteration step 94, G_loss: 0.35913, step_psnr: 6.06476, strokes: 100 / 500
iteration step 95, G_loss: 0.35508, step_psnr: 6.12987, strokes: 100 / 500
iteration step 96, G_loss: 0.35101, step_psnr: 6.19651, strokes: 100 / 500
iteration step 97, G_loss: 0.34695, step_psnr: 6.25714, strokes: 100 / 500
iteration step 98, G_loss: 0.34317, step_psnr: 6.32285, strokes: 100 / 500
iteration step 99, G_loss: 0.33931, step_psnr: 6.38228, strokes: 100 / 500
iteration step 100, G_loss: 0.33564, step_psnr: 6.57856, strokes: 125 / 500
iteration step 101, G_loss: 0.32483, step_psnr: 6.68134, strokes: 125 / 500
iteration step 102, G_loss: 0.31895, step_psnr: 6.78167, strokes: 125 / 500
iteration step 103, G_loss: 0.31347, step_psnr: 6.87425, strokes: 125 / 500
iteration step 104, G_loss: 0.30850, step_psnr: 6.96871, strokes: 125 / 500
iteration step 105, G_loss: 0.30354, step_psnr: 7.05831, strokes: 125 / 500
iteration step 106, G_loss: 0.29885, step_psnr: 7.14819, strokes: 125 / 500
iteration step 107, G_loss: 0.29423, step_psnr: 7.23898, strokes: 125 / 500
iteration step 108, G_loss: 0.28966, step_psnr: 7.33463, strokes: 125 / 500
iteration step 109, G_loss: 0.28502, step_psnr: 7.42786, strokes: 125 / 500
iteration step 110, G_loss: 0.28054, step_psnr: 7.51442, strokes: 125 / 500
iteration step 111, G_loss: 0.27635, step_psnr: 7.59449, strokes: 125 / 500
iteration step 112, G_loss: 0.27251, step_psnr: 7.67833, strokes: 125 / 500
iteration step 113, G_loss: 0.26865, step_psnr: 7.76338, strokes: 125 / 500
iteration step 114, G_loss: 0.26487, step_psnr: 7.84633, strokes: 125 / 500
iteration step 115, G_loss: 0.26123, step_psnr: 7.93106, strokes: 125 / 500
iteration step 116, G_loss: 0.25754, step_psnr: 8.01551, strokes: 125 / 500
iteration step 117, G_loss: 0.25403, step_psnr: 8.09972, strokes: 125 / 500
iteration step 118, G_loss: 0.25051, step_psnr: 8.18592, strokes: 125 / 500
iteration step 119, G_loss: 0.24705, step_psnr: 8.27178, strokes: 125 / 500
iteration step 120, G_loss: 0.24368, step_psnr: 8.35732, strokes: 125 / 500
iteration step 121, G_loss: 0.24032, step_psnr: 8.44548, strokes: 125 / 500
iteration step 122, G_loss: 0.23702, step_psnr: 8.52919, strokes: 125 / 500
iteration step 123, G_loss: 0.23388, step_psnr: 8.61767, strokes: 125 / 500
iteration step 124, G_loss: 0.23058, step_psnr: 8.70131, strokes: 125 / 500
iteration step 125, G_loss: 0.22750, step_psnr: 9.01900, strokes: 150 / 500
iteration step 126, G_loss: 0.21758, step_psnr: 9.18928, strokes: 150 / 500
iteration step 127, G_loss: 0.21212, step_psnr: 9.34697, strokes: 150 / 500
iteration step 128, G_loss: 0.20727, step_psnr: 9.48871, strokes: 150 / 500
iteration step 129, G_loss: 0.20303, step_psnr: 9.62493, strokes: 150 / 500
iteration step 130, G_loss: 0.19903, step_psnr: 9.75466, strokes: 150 / 500
iteration step 131, G_loss: 0.19533, step_psnr: 9.89044, strokes: 150 / 500
iteration step 132, G_loss: 0.19153, step_psnr: 10.01633, strokes: 150 / 500
iteration step 133, G_loss: 0.18815, step_psnr: 10.14379, strokes: 150 / 500
iteration step 134, G_loss: 0.18472, step_psnr: 10.27350, strokes: 150 / 500
iteration step 135, G_loss: 0.18145, step_psnr: 10.40637, strokes: 150 / 500
iteration step 136, G_loss: 0.17818, step_psnr: 10.54274, strokes: 150 / 500
iteration step 137, G_loss: 0.17494, step_psnr: 10.67503, strokes: 150 / 500
iteration step 138, G_loss: 0.17186, step_psnr: 10.79321, strokes: 150 / 500
iteration step 139, G_loss: 0.16910, step_psnr: 10.90918, strokes: 150 / 500
iteration step 140, G_loss: 0.16647, step_psnr: 11.02440, strokes: 150 / 500
iteration step 141, G_loss: 0.16387, step_psnr: 11.13755, strokes: 150 / 500
iteration step 142, G_loss: 0.16143, step_psnr: 11.25099, strokes: 150 / 500
iteration step 143, G_loss: 0.15904, step_psnr: 11.36608, strokes: 150 / 500
iteration step 144, G_loss: 0.15669, step_psnr: 11.47298, strokes: 150 / 500
iteration step 145, G_loss: 0.15453, step_psnr: 11.58230, strokes: 150 / 500
iteration step 146, G_loss: 0.15241, step_psnr: 11.70457, strokes: 150 / 500
iteration step 147, G_loss: 0.15017, step_psnr: 11.82502, strokes: 150 / 500
iteration step 148, G_loss: 0.14795, step_psnr: 11.95055, strokes: 150 / 500
iteration step 149, G_loss: 0.14583, step_psnr: 12.05870, strokes: 150 / 500
iteration step 150, G_loss: 0.14393, step_psnr: 12.43540, strokes: 175 / 500
iteration step 151, G_loss: 0.13818, step_psnr: 12.67781, strokes: 175 / 500
iteration step 152, G_loss: 0.13439, step_psnr: 12.87201, strokes: 175 / 500
iteration step 153, G_loss: 0.13153, step_psnr: 13.04854, strokes: 175 / 500
iteration step 154, G_loss: 0.12901, step_psnr: 13.20083, strokes: 175 / 500
iteration step 155, G_loss: 0.12685, step_psnr: 13.33424, strokes: 175 / 500
iteration step 156, G_loss: 0.12495, step_psnr: 13.47049, strokes: 175 / 500
iteration step 157, G_loss: 0.12300, step_psnr: 13.60426, strokes: 175 / 500
iteration step 158, G_loss: 0.12120, step_psnr: 13.75479, strokes: 175 / 500
iteration step 159, G_loss: 0.11928, step_psnr: 13.87773, strokes: 175 / 500
iteration step 160, G_loss: 0.11769, step_psnr: 13.98665, strokes: 175 / 500
iteration step 161, G_loss: 0.11624, step_psnr: 14.09871, strokes: 175 / 500
iteration step 162, G_loss: 0.11484, step_psnr: 14.20496, strokes: 175 / 500
iteration step 163, G_loss: 0.11348, step_psnr: 14.30632, strokes: 175 / 500
iteration step 164, G_loss: 0.11226, step_psnr: 14.39795, strokes: 175 / 500
iteration step 165, G_loss: 0.11113, step_psnr: 14.49056, strokes: 175 / 500
iteration step 166, G_loss: 0.11005, step_psnr: 14.58488, strokes: 175 / 500
iteration step 167, G_loss: 0.10899, step_psnr: 14.68613, strokes: 175 / 500
iteration step 168, G_loss: 0.10791, step_psnr: 14.78124, strokes: 175 / 500
iteration step 169, G_loss: 0.10690, step_psnr: 14.87596, strokes: 175 / 500
iteration step 170, G_loss: 0.10587, step_psnr: 14.97952, strokes: 175 / 500
iteration step 171, G_loss: 0.10484, step_psnr: 15.07663, strokes: 175 / 500
iteration step 172, G_loss: 0.10385, step_psnr: 15.17763, strokes: 175 / 500
iteration step 173, G_loss: 0.10289, step_psnr: 15.27000, strokes: 175 / 500
iteration step 174, G_loss: 0.10199, step_psnr: 15.35764, strokes: 175 / 500
iteration step 175, G_loss: 0.10115, step_psnr: 15.66629, strokes: 200 / 500
iteration step 176, G_loss: 0.09849, step_psnr: 15.86982, strokes: 200 / 500
iteration step 177, G_loss: 0.09664, step_psnr: 16.04077, strokes: 200 / 500
iteration step 178, G_loss: 0.09515, step_psnr: 16.20423, strokes: 200 / 500
iteration step 179, G_loss: 0.09382, step_psnr: 16.32683, strokes: 200 / 500
iteration step 180, G_loss: 0.09279, step_psnr: 16.45093, strokes: 200 / 500
iteration step 181, G_loss: 0.09176, step_psnr: 16.56779, strokes: 200 / 500
iteration step 182, G_loss: 0.09079, step_psnr: 16.67283, strokes: 200 / 500
iteration step 183, G_loss: 0.08997, step_psnr: 16.76119, strokes: 200 / 500
iteration step 184, G_loss: 0.08917, step_psnr: 16.86199, strokes: 200 / 500
iteration step 185, G_loss: 0.08840, step_psnr: 16.94956, strokes: 200 / 500
iteration step 186, G_loss: 0.08770, step_psnr: 17.04447, strokes: 200 / 500
iteration step 187, G_loss: 0.08697, step_psnr: 17.12377, strokes: 200 / 500
iteration step 188, G_loss: 0.08634, step_psnr: 17.19725, strokes: 200 / 500
iteration step 189, G_loss: 0.08572, step_psnr: 17.27266, strokes: 200 / 500
iteration step 190, G_loss: 0.08512, step_psnr: 17.33905, strokes: 200 / 500
iteration step 191, G_loss: 0.08460, step_psnr: 17.40759, strokes: 200 / 500
iteration step 192, G_loss: 0.08408, step_psnr: 17.47498, strokes: 200 / 500
iteration step 193, G_loss: 0.08358, step_psnr: 17.54598, strokes: 200 / 500
iteration step 194, G_loss: 0.08307, step_psnr: 17.60322, strokes: 200 / 500
iteration step 195, G_loss: 0.08261, step_psnr: 17.65648, strokes: 200 / 500
iteration step 196, G_loss: 0.08224, step_psnr: 17.71417, strokes: 200 / 500
iteration step 197, G_loss: 0.08178, step_psnr: 17.77676, strokes: 200 / 500
iteration step 198, G_loss: 0.08134, step_psnr: 17.82814, strokes: 200 / 500
iteration step 199, G_loss: 0.08090, step_psnr: 17.87572, strokes: 200 / 500
iteration step 200, G_loss: 0.08058, step_psnr: 18.04186, strokes: 225 / 500
iteration step 201, G_loss: 0.07941, step_psnr: 18.15056, strokes: 225 / 500
iteration step 202, G_loss: 0.07856, step_psnr: 18.23835, strokes: 225 / 500
iteration step 203, G_loss: 0.07787, step_psnr: 18.30764, strokes: 225 / 500
iteration step 204, G_loss: 0.07736, step_psnr: 18.37965, strokes: 225 / 500
iteration step 205, G_loss: 0.07679, step_psnr: 18.43672, strokes: 225 / 500
iteration step 206, G_loss: 0.07635, step_psnr: 18.48409, strokes: 225 / 500
iteration step 207, G_loss: 0.07593, step_psnr: 18.53617, strokes: 225 / 500
iteration step 208, G_loss: 0.07555, step_psnr: 18.58658, strokes: 225 / 500
iteration step 209, G_loss: 0.07515, step_psnr: 18.63216, strokes: 225 / 500
iteration step 210, G_loss: 0.07482, step_psnr: 18.68007, strokes: 225 / 500
iteration step 211, G_loss: 0.07441, step_psnr: 18.71953, strokes: 225 / 500
iteration step 212, G_loss: 0.07410, step_psnr: 18.75736, strokes: 225 / 500
iteration step 213, G_loss: 0.07379, step_psnr: 18.79384, strokes: 225 / 500
iteration step 214, G_loss: 0.07350, step_psnr: 18.82508, strokes: 225 / 500
iteration step 215, G_loss: 0.07323, step_psnr: 18.86099, strokes: 225 / 500
iteration step 216, G_loss: 0.07296, step_psnr: 18.89060, strokes: 225 / 500
iteration step 217, G_loss: 0.07274, step_psnr: 18.91601, strokes: 225 / 500
iteration step 218, G_loss: 0.07252, step_psnr: 18.95087, strokes: 225 / 500
iteration step 219, G_loss: 0.07228, step_psnr: 18.97400, strokes: 225 / 500
iteration step 220, G_loss: 0.07210, step_psnr: 19.00454, strokes: 225 / 500
iteration step 221, G_loss: 0.07189, step_psnr: 19.02885, strokes: 225 / 500
iteration step 222, G_loss: 0.07168, step_psnr: 19.05643, strokes: 225 / 500
iteration step 223, G_loss: 0.07148, step_psnr: 19.08320, strokes: 225 / 500
iteration step 224, G_loss: 0.07127, step_psnr: 19.11305, strokes: 225 / 500
iteration step 225, G_loss: 0.07106, step_psnr: 19.12963, strokes: 250 / 500
iteration step 226, G_loss: 0.07086, step_psnr: 19.24320, strokes: 250 / 500
iteration step 227, G_loss: 0.07013, step_psnr: 19.34818, strokes: 250 / 500
iteration step 228, G_loss: 0.06946, step_psnr: 19.40308, strokes: 250 / 500
iteration step 229, G_loss: 0.06908, step_psnr: 19.44827, strokes: 250 / 500
iteration step 230, G_loss: 0.06877, step_psnr: 19.48737, strokes: 250 / 500
iteration step 231, G_loss: 0.06847, step_psnr: 19.51940, strokes: 250 / 500
iteration step 232, G_loss: 0.06822, step_psnr: 19.55290, strokes: 250 / 500
iteration step 233, G_loss: 0.06798, step_psnr: 19.58639, strokes: 250 / 500
iteration step 234, G_loss: 0.06775, step_psnr: 19.61836, strokes: 250 / 500
iteration step 235, G_loss: 0.06750, step_psnr: 19.64988, strokes: 250 / 500
iteration step 236, G_loss: 0.06729, step_psnr: 19.68846, strokes: 250 / 500
iteration step 237, G_loss: 0.06703, step_psnr: 19.71593, strokes: 250 / 500
iteration step 238, G_loss: 0.06680, step_psnr: 19.75177, strokes: 250 / 500
iteration step 239, G_loss: 0.06659, step_psnr: 19.77278, strokes: 250 / 500
iteration step 240, G_loss: 0.06644, step_psnr: 19.80342, strokes: 250 / 500
iteration step 241, G_loss: 0.06622, step_psnr: 19.83642, strokes: 250 / 500
iteration step 242, G_loss: 0.06601, step_psnr: 19.86398, strokes: 250 / 500
iteration step 243, G_loss: 0.06582, step_psnr: 19.88520, strokes: 250 / 500
iteration step 244, G_loss: 0.06566, step_psnr: 19.91032, strokes: 250 / 500
iteration step 245, G_loss: 0.06552, step_psnr: 19.93808, strokes: 250 / 500
iteration step 246, G_loss: 0.06532, step_psnr: 19.96252, strokes: 250 / 500
iteration step 247, G_loss: 0.06515, step_psnr: 19.98309, strokes: 250 / 500
iteration step 248, G_loss: 0.06500, step_psnr: 20.01035, strokes: 250 / 500
iteration step 249, G_loss: 0.06483, step_psnr: 20.03133, strokes: 250 / 500
iteration step 250, G_loss: 0.06468, step_psnr: 20.06267, strokes: 275 / 500
iteration step 251, G_loss: 0.06444, step_psnr: 20.14676, strokes: 275 / 500
iteration step 252, G_loss: 0.06386, step_psnr: 20.20909, strokes: 275 / 500
iteration step 253, G_loss: 0.06340, step_psnr: 20.27771, strokes: 275 / 500
iteration step 254, G_loss: 0.06304, step_psnr: 20.32201, strokes: 275 / 500
iteration step 255, G_loss: 0.06272, step_psnr: 20.35065, strokes: 275 / 500
iteration step 256, G_loss: 0.06254, step_psnr: 20.37973, strokes: 275 / 500
iteration step 257, G_loss: 0.06231, step_psnr: 20.41397, strokes: 275 / 500
iteration step 258, G_loss: 0.06209, step_psnr: 20.44356, strokes: 275 / 500
iteration step 259, G_loss: 0.06187, step_psnr: 20.47199, strokes: 275 / 500
iteration step 260, G_loss: 0.06170, step_psnr: 20.49471, strokes: 275 / 500
iteration step 261, G_loss: 0.06152, step_psnr: 20.51936, strokes: 275 / 500
iteration step 262, G_loss: 0.06137, step_psnr: 20.54751, strokes: 275 / 500
iteration step 263, G_loss: 0.06120, step_psnr: 20.56832, strokes: 275 / 500
iteration step 264, G_loss: 0.06109, step_psnr: 20.58708, strokes: 275 / 500
iteration step 265, G_loss: 0.06094, step_psnr: 20.60822, strokes: 275 / 500
iteration step 266, G_loss: 0.06080, step_psnr: 20.62810, strokes: 275 / 500
iteration step 267, G_loss: 0.06066, step_psnr: 20.64552, strokes: 275 / 500
iteration step 268, G_loss: 0.06058, step_psnr: 20.65802, strokes: 275 / 500
iteration step 269, G_loss: 0.06046, step_psnr: 20.68581, strokes: 275 / 500
iteration step 270, G_loss: 0.06032, step_psnr: 20.69521, strokes: 275 / 500
iteration step 271, G_loss: 0.06022, step_psnr: 20.72389, strokes: 275 / 500
iteration step 272, G_loss: 0.06010, step_psnr: 20.73516, strokes: 275 / 500
iteration step 273, G_loss: 0.05999, step_psnr: 20.75098, strokes: 275 / 500
iteration step 274, G_loss: 0.05992, step_psnr: 20.76707, strokes: 275 / 500
iteration step 275, G_loss: 0.05980, step_psnr: 20.79160, strokes: 300 / 500
iteration step 276, G_loss: 0.05973, step_psnr: 20.85530, strokes: 300 / 500
iteration step 277, G_loss: 0.05931, step_psnr: 20.89540, strokes: 300 / 500
iteration step 278, G_loss: 0.05905, step_psnr: 20.92924, strokes: 300 / 500
iteration step 279, G_loss: 0.05881, step_psnr: 20.95399, strokes: 300 / 500
iteration step 280, G_loss: 0.05863, step_psnr: 20.98297, strokes: 300 / 500
iteration step 281, G_loss: 0.05847, step_psnr: 20.99773, strokes: 300 / 500
iteration step 282, G_loss: 0.05836, step_psnr: 21.02113, strokes: 300 / 500
iteration step 283, G_loss: 0.05823, step_psnr: 21.04198, strokes: 300 / 500
iteration step 284, G_loss: 0.05808, step_psnr: 21.06230, strokes: 300 / 500
iteration step 285, G_loss: 0.05795, step_psnr: 21.07676, strokes: 300 / 500
iteration step 286, G_loss: 0.05785, step_psnr: 21.09868, strokes: 300 / 500
iteration step 287, G_loss: 0.05770, step_psnr: 21.11098, strokes: 300 / 500
iteration step 288, G_loss: 0.05761, step_psnr: 21.13150, strokes: 300 / 500
iteration step 289, G_loss: 0.05749, step_psnr: 21.13518, strokes: 300 / 500
iteration step 290, G_loss: 0.05744, step_psnr: 21.15905, strokes: 300 / 500
iteration step 291, G_loss: 0.05731, step_psnr: 21.17165, strokes: 300 / 500
iteration step 292, G_loss: 0.05722, step_psnr: 21.18785, strokes: 300 / 500
iteration step 293, G_loss: 0.05712, step_psnr: 21.19324, strokes: 300 / 500
iteration step 294, G_loss: 0.05706, step_psnr: 21.20771, strokes: 300 / 500
iteration step 295, G_loss: 0.05698, step_psnr: 21.21075, strokes: 300 / 500
iteration step 296, G_loss: 0.05693, step_psnr: 21.22773, strokes: 300 / 500
iteration step 297, G_loss: 0.05686, step_psnr: 21.23998, strokes: 300 / 500
iteration step 298, G_loss: 0.05678, step_psnr: 21.25490, strokes: 300 / 500
iteration step 299, G_loss: 0.05669, step_psnr: 21.26006, strokes: 300 / 500
iteration step 300, G_loss: 0.05664, step_psnr: 21.16834, strokes: 325 / 500
iteration step 301, G_loss: 0.05712, step_psnr: 21.27327, strokes: 325 / 500
iteration step 302, G_loss: 0.05665, step_psnr: 21.30288, strokes: 325 / 500
iteration step 303, G_loss: 0.05643, step_psnr: 21.32505, strokes: 325 / 500
iteration step 304, G_loss: 0.05627, step_psnr: 21.34621, strokes: 325 / 500
iteration step 305, G_loss: 0.05616, step_psnr: 21.37780, strokes: 325 / 500
iteration step 306, G_loss: 0.05600, step_psnr: 21.39293, strokes: 325 / 500
iteration step 307, G_loss: 0.05588, step_psnr: 21.41536, strokes: 325 / 500
iteration step 308, G_loss: 0.05578, step_psnr: 21.42646, strokes: 325 / 500
iteration step 309, G_loss: 0.05568, step_psnr: 21.43299, strokes: 325 / 500
iteration step 310, G_loss: 0.05561, step_psnr: 21.44900, strokes: 325 / 500
iteration step 311, G_loss: 0.05551, step_psnr: 21.45282, strokes: 325 / 500
iteration step 312, G_loss: 0.05546, step_psnr: 21.47167, strokes: 325 / 500
iteration step 313, G_loss: 0.05535, step_psnr: 21.48140, strokes: 325 / 500
iteration step 314, G_loss: 0.05528, step_psnr: 21.49508, strokes: 325 / 500
iteration step 315, G_loss: 0.05522, step_psnr: 21.50104, strokes: 325 / 500
iteration step 316, G_loss: 0.05513, step_psnr: 21.51629, strokes: 325 / 500
iteration step 317, G_loss: 0.05508, step_psnr: 21.51717, strokes: 325 / 500
iteration step 318, G_loss: 0.05503, step_psnr: 21.52539, strokes: 325 / 500
iteration step 319, G_loss: 0.05498, step_psnr: 21.53660, strokes: 325 / 500
iteration step 320, G_loss: 0.05491, step_psnr: 21.55331, strokes: 325 / 500
iteration step 321, G_loss: 0.05483, step_psnr: 21.55996, strokes: 325 / 500
iteration step 322, G_loss: 0.05475, step_psnr: 21.57126, strokes: 325 / 500
iteration step 323, G_loss: 0.05470, step_psnr: 21.58350, strokes: 325 / 500
iteration step 324, G_loss: 0.05461, step_psnr: 21.58951, strokes: 325 / 500
iteration step 325, G_loss: 0.05459, step_psnr: 21.50195, strokes: 350 / 500
iteration step 326, G_loss: 0.05493, step_psnr: 21.61115, strokes: 350 / 500
iteration step 327, G_loss: 0.05442, step_psnr: 21.64664, strokes: 350 / 500
iteration step 328, G_loss: 0.05418, step_psnr: 21.69124, strokes: 350 / 500
iteration step 329, G_loss: 0.05397, step_psnr: 21.71524, strokes: 350 / 500
iteration step 330, G_loss: 0.05381, step_psnr: 21.73134, strokes: 350 / 500
iteration step 331, G_loss: 0.05371, step_psnr: 21.75520, strokes: 350 / 500
iteration step 332, G_loss: 0.05357, step_psnr: 21.77065, strokes: 350 / 500
iteration step 333, G_loss: 0.05348, step_psnr: 21.78220, strokes: 350 / 500
iteration step 334, G_loss: 0.05341, step_psnr: 21.79805, strokes: 350 / 500
iteration step 335, G_loss: 0.05332, step_psnr: 21.81472, strokes: 350 / 500
iteration step 336, G_loss: 0.05323, step_psnr: 21.82665, strokes: 350 / 500
iteration step 337, G_loss: 0.05313, step_psnr: 21.84646, strokes: 350 / 500
